TRANSACTION_DATE,STORE_LOCATION,MONTH_NAME,HOUR_,NUMBER_OF_SALES,REVENUE,PERIOD_IN_DAY
2023-05-13,Astoria,May,10,54,226.80,Morning
2023-06-10,Hell's Kitchen,Jun,7,47,226.75,Morning
2023-03-14,Hell's Kitchen,Mar,10,60,226.65,Morning
2023-02-18,Astoria,Feb,10,40,226.60,Morning
2023-05-01,Astoria,May,11,49,226.15,Morning
2023-06-03,Astoria,Jun,15,53,226.15,Afternoon
2023-05-14,Lower Manhattan,May,7,45,226.06,Morning
2023-05-05,Astoria,May,18,50,225.95,Evening
2023-02-27,Lower Manhattan,Feb,9,42,225.75,Morning
2023-06-25,Hell's Kitchen,Jun,7,51,225.50,Morning
2023-05-31,Astoria,May,10,54,225.35,Morning
2023-05-08,Hell's Kitchen,May,10,52,225.30,Morning
2023-04-03,Astoria,Apr,11,44,225.25,Morning
2023-05-12,Lower Manhattan,May,9,53,225.20,Morning
2023-06-09,Astoria,Jun,10,54,225.20,Morning
2023-04-11,Hell's Kitchen,Apr,8,50,225.10,Morning
2023-06-15,Hell's Kitchen,Jun,10,48,225.00,Morning
2023-06-11,Hell's Kitchen,Jun,11,50,224.98,Morning
2023-05-31,Lower Manhattan,May,7,45,224.96,Morning
2023-05-26,Lower Manhattan,May,8,38,224.75,Morning
2023-05-23,Lower Manhattan,May,9,43,224.73,Morning
2023-06-03,Astoria,Jun,18,49,224.70,Evening
2023-05-22,Hell's Kitchen,May,10,41,224.45,Morning
2023-04-25,Lower Manhattan,Apr,7,42,224.45,Morning
2023-02-27,Lower Manhattan,Feb,7,37,224.30,Morning
2023-06-05,Astoria,Jun,18,49,223.95,Evening
2023-06-11,Lower Manhattan,Jun,7,52,223.85,Morning
2023-03-20,Hell's Kitchen,Mar,10,48,223.65,Morning
2023-05-31,Lower Manhattan,May,8,47,223.60,Morning
2023-06-23,Hell's Kitchen,Jun,7,51,223.55,Morning
2023-06-09,Lower Manhattan,Jun,7,42,223.37,Morning
2023-06-21,Lower Manhattan,Jun,8,45,223.35,Morning
2023-06-13,Astoria,Jun,9,54,223.30,Morning
2023-05-27,Lower Manhattan,May,8,43,223.25,Morning
2023-02-07,Lower Manhattan,Feb,10,45,223.00,Morning
2023-06-15,Hell's Kitchen,Jun,9,53,222.90,Morning
2023-03-21,Lower Manhattan,Mar,7,32,222.65,Morning
2023-05-18,Hell's Kitchen,May,7,52,222.60,Morning
2023-05-10,Hell's Kitchen,May,8,49,221.88,Morning
2023-06-19,Lower Manhattan,Jun,7,45,221.70,Morning
2023-05-12,Hell's Kitchen,May,10,47,221.50,Morning
2023-05-07,Lower Manhattan,May,9,40,221.40,Morning
2023-01-21,Astoria,Jan,9,42,221.20,Morning
2023-05-16,Hell's Kitchen,May,11,48,221.13,Morning
2023-05-23,Hell's Kitchen,May,7,52,221.10,Morning
2023-06-24,Lower Manhattan,Jun,7,42,220.80,Morning
2023-04-23,Hell's Kitchen,Apr,9,38,220.45,Morning
2023-05-02,Astoria,May,17,47,220.45,Afternoon
2023-05-17,Astoria,May,8,53,220.40,Morning
2023-05-15,Lower Manhattan,May,7,45,220.30,Morning
2023-06-24,Astoria,Jun,11,50,220.30,Morning
2023-06-18,Lower Manhattan,Jun,6,47,220.25,Morning
2023-06-19,Hell's Kitchen,Jun,9,53,220.15,Morning
2023-06-12,Astoria,Jun,9,50,219.65,Morning
2023-06-02,Astoria,Jun,15,49,219.50,Afternoon
2023-05-23,Hell's Kitchen,May,8,47,219.40,Morning
2023-06-18,Lower Manhattan,Jun,7,45,219.38,Morning
2023-04-14,Lower Manhattan,Apr,10,51,219.30,Morning
2023-02-13,Hell's Kitchen,Feb,9,48,219.20,Morning
2023-04-11,Astoria,Apr,9,49,218.85,Morning
2023-06-04,Astoria,Jun,13,46,218.60,Afternoon
2023-06-03,Astoria,Jun,16,51,218.50,Afternoon
2023-03-27,Hell's Kitchen,Mar,9,59,218.45,Morning
2023-05-15,Hell's Kitchen,May,8,52,218.40,Morning
2023-05-31,Hell's Kitchen,May,9,45,218.40,Morning
2023-04-07,Lower Manhattan,Apr,10,50,218.25,Morning
2023-06-16,Lower Manhattan,Jun,9,51,218.25,Morning
2023-03-18,Hell's Kitchen,Mar,8,41,218.05,Morning
2023-03-26,Lower Manhattan,Mar,8,36,217.95,Morning
2023-04-23,Lower Manhattan,Apr,6,36,217.90,Morning
2023-04-15,Hell's Kitchen,Apr,7,46,217.80,Morning
2023-06-24,Hell's Kitchen,Jun,10,41,217.80,Morning
2023-05-26,Lower Manhattan,May,10,40,216.95,Morning
2023-04-16,Astoria,Apr,7,50,216.90,Morning
2023-05-09,Hell's Kitchen,May,8,47,216.85,Morning
2023-05-31,Lower Manhattan,May,9,41,216.75,Morning
2023-05-13,Lower Manhattan,May,9,47,216.65,Morning
2023-04-30,Hell's Kitchen,Apr,8,49,216.55,Morning
2023-05-24,Astoria,May,13,44,216.50,Afternoon
2023-03-20,Hell's Kitchen,Mar,8,47,216.40,Morning
2023-04-17,Astoria,Apr,9,42,216.35,Morning
2023-06-02,Astoria,Jun,12,50,216.30,Afternoon
2023-04-24,Hell's Kitchen,Apr,10,38,216.30,Morning
2023-05-11,Lower Manhattan,May,6,54,216.25,Morning
2023-05-13,Lower Manhattan,May,10,47,216.23,Morning
2023-06-04,Lower Manhattan,Jun,15,47,216.10,Afternoon
2023-04-12,Lower Manhattan,Apr,7,45,215.90,Morning
2023-04-30,Lower Manhattan,Apr,8,50,215.75,Morning
2023-05-03,Astoria,May,16,50,215.70,Afternoon
2023-01-17,Astoria,Jan,10,48,215.65,Morning
2023-02-19,Astoria,Feb,9,46,215.60,Morning
2023-02-22,Lower Manhattan,Feb,8,29,215.40,Morning
2023-02-19,Hell's Kitchen,Feb,7,45,215.40,Morning
2023-05-15,Hell's Kitchen,May,9,49,215.35,Morning
2023-06-17,Lower Manhattan,Jun,9,43,215.25,Morning
2023-05-12,Hell's Kitchen,May,8,39,215.20,Morning
2023-05-13,Astoria,May,7,49,215.05,Morning
2023-01-13,Hell's Kitchen,Jan,10,45,215.00,Morning
2023-05-07,Lower Manhattan,May,8,54,214.95,Morning
2023-06-24,Astoria,Jun,13,41,214.70,Afternoon
2023-04-23,Lower Manhattan,Apr,9,38,214.68,Morning
2023-06-02,Astoria,Jun,17,46,214.60,Afternoon
2023-03-15,Astoria,Mar,10,43,214.05,Morning
2023-04-11,Astoria,Apr,10,46,213.85,Morning
2023-05-06,Astoria,May,15,46,213.30,Afternoon
2023-06-26,Hell's Kitchen,Jun,8,47,213.20,Morning
2023-03-09,Hell's Kitchen,Mar,10,42,213.10,Morning
2023-05-01,Astoria,May,15,46,213.05,Afternoon
2023-04-20,Lower Manhattan,Apr,8,37,213.03,Morning
2023-06-10,Lower Manhattan,Jun,6,47,212.60,Morning
2023-02-25,Lower Manhattan,Feb,7,35,212.60,Morning
2023-06-02,Astoria,Jun,18,50,212.55,Evening
2023-05-04,Astoria,May,16,47,212.35,Afternoon
2023-04-16,Hell's Kitchen,Apr,8,46,212.30,Morning
2023-06-11,Lower Manhattan,Jun,8,49,212.30,Morning
2023-05-30,Astoria,May,8,54,212.25,Morning
2023-02-19,Astoria,Feb,8,39,212.05,Morning
2023-05-24,Hell's Kitchen,May,8,45,212.00,Morning
2023-04-13,Lower Manhattan,Apr,10,44,211.73,Morning
2023-05-31,Astoria,May,7,42,211.48,Morning
2023-02-16,Hell's Kitchen,Feb,7,40,211.40,Morning
2023-04-10,Astoria,Apr,10,49,211.35,Morning
2023-05-11,Lower Manhattan,May,7,42,210.95,Morning
2023-04-21,Astoria,Apr,8,45,210.95,Morning
2023-02-15,Astoria,Feb,10,42,210.65,Morning
2023-03-20,Lower Manhattan,Mar,7,43,210.40,Morning
2023-04-18,Hell's Kitchen,Apr,9,44,210.25,Morning
2023-02-19,Hell's Kitchen,Feb,10,36,209.90,Morning
2023-03-07,Hell's Kitchen,Mar,10,45,209.65,Morning
2023-05-11,Astoria,May,9,44,209.55,Morning
2023-05-16,Lower Manhattan,May,10,41,209.45,Morning
2023-04-11,Astoria,Apr,8,42,209.40,Morning
2023-03-27,Lower Manhattan,Mar,7,35,209.15,Morning
2023-06-24,Hell's Kitchen,Jun,7,46,209.05,Morning
2023-05-03,Astoria,May,19,52,208.65,Evening
2023-05-04,Astoria,May,13,43,208.45,Afternoon
2023-02-20,Hell's Kitchen,Feb,10,39,208.30,Morning
2023-05-15,Lower Manhattan,May,10,47,208.20,Morning
2023-03-21,Astoria,Mar,9,40,208.15,Morning
2023-05-18,Lower Manhattan,May,6,43,208.15,Morning
2023-06-01,Astoria,Jun,12,50,207.80,Afternoon
2023-05-23,Lower Manhattan,May,8,35,207.75,Morning
2023-05-10,Lower Manhattan,May,6,46,207.70,Morning
2023-04-14,Lower Manhattan,Apr,9,46,207.70,Morning
2023-02-27,Lower Manhattan,Feb,8,43,207.50,Morning
2023-05-05,Astoria,May,19,46,207.50,Evening
2023-05-27,Lower Manhattan,May,15,31,207.40,Afternoon
2023-02-13,Hell's Kitchen,Feb,10,40,207.40,Morning
2023-04-19,Astoria,Apr,7,39,207.40,Morning
2023-06-15,Hell's Kitchen,Jun,8,49,207.30,Morning
2023-04-24,Lower Manhattan,Apr,10,41,207.25,Morning
2023-06-18,Lower Manhattan,Jun,10,48,207.25,Morning
2023-06-20,Astoria,Jun,10,54,207.00,Morning
2023-03-13,Lower Manhattan,Mar,7,44,206.95,Morning
2023-05-18,Lower Manhattan,May,10,50,206.80,Morning
2023-04-15,Lower Manhattan,Apr,6,40,206.55,Morning
2023-05-10,Lower Manhattan,May,10,42,206.55,Morning
2023-01-18,Astoria,Jan,7,35,206.50,Morning
2023-06-11,Hell's Kitchen,Jun,7,49,206.50,Morning
2023-04-01,Astoria,Apr,12,50,206.45,Afternoon
2023-03-11,Hell's Kitchen,Mar,8,47,206.20,Morning
2023-06-01,Hell's Kitchen,Jun,11,40,206.15,Morning
2023-06-19,Lower Manhattan,Jun,8,51,206.15,Morning
2023-05-21,Lower Manhattan,May,8,43,205.95,Morning
2023-02-17,Astoria,Feb,10,46,205.75,Morning
2023-04-08,Hell's Kitchen,Apr,7,41,205.60,Morning
2023-04-09,Astoria,Apr,10,43,205.58,Morning
2023-04-15,Hell's Kitchen,Apr,10,43,205.50,Morning
2023-06-05,Astoria,Jun,14,44,205.40,Afternoon
2023-05-03,Astoria,May,18,46,205.25,Evening
2023-03-25,Lower Manhattan,Mar,9,36,205.20,Morning
2023-06-01,Astoria,Jun,11,45,205.15,Morning
2023-02-20,Hell's Kitchen,Feb,9,50,205.00,Morning
2023-05-04,Astoria,May,17,49,204.85,Afternoon
2023-06-24,Astoria,Jun,14,47,204.80,Afternoon
2023-01-19,Hell's Kitchen,Jan,7,34,204.60,Morning
2023-04-15,Lower Manhattan,Apr,10,44,204.55,Morning
2023-05-02,Astoria,May,18,48,204.55,Evening
2023-06-04,Astoria,Jun,14,47,204.55,Afternoon
2023-05-16,Hell's Kitchen,May,9,47,204.40,Morning
2023-05-01,Astoria,May,12,49,204.15,Afternoon
2023-01-21,Hell's Kitchen,Jan,9,45,204.15,Morning
2023-01-09,Lower Manhattan,Jan,10,35,203.69,Morning
2023-05-10,Lower Manhattan,May,8,43,203.60,Morning
2023-05-05,Astoria,May,14,43,203.45,Afternoon
2023-06-18,Astoria,Jun,17,36,203.40,Afternoon
2023-05-02,Astoria,May,12,46,203.25,Afternoon
2023-05-23,Hell's Kitchen,May,10,42,202.58,Morning
2023-03-27,Lower Manhattan,Mar,8,37,202.45,Morning
2023-04-19,Lower Manhattan,Apr,6,50,202.45,Morning
2023-04-30,Hell's Kitchen,Apr,10,48,202.25,Morning
2023-03-12,Lower Manhattan,Mar,10,38,202.20,Morning
2023-06-25,Hell's Kitchen,Jun,10,42,202.05,Morning
2023-06-17,Astoria,Jun,8,50,201.95,Morning
2023-03-26,Lower Manhattan,Mar,9,32,201.90,Morning
2023-01-08,Lower Manhattan,Jan,9,40,201.90,Morning
2023-04-08,Astoria,Apr,12,33,201.80,Afternoon
2023-06-26,Hell's Kitchen,Jun,10,51,201.75,Morning
2023-04-30,Astoria,Apr,10,42,201.65,Morning
2023-06-25,Astoria,Jun,8,43,201.60,Morning
2023-01-15,Hell's Kitchen,Jan,7,38,201.50,Morning
2023-06-12,Hell's Kitchen,Jun,7,46,201.45,Morning
2023-06-03,Astoria,Jun,12,44,201.20,Afternoon
2023-04-09,Hell's Kitchen,Apr,9,45,201.10,Morning
2023-05-26,Lower Manhattan,May,7,35,200.80,Morning
2023-01-21,Lower Manhattan,Jan,9,35,200.55,Morning
2023-06-01,Hell's Kitchen,Jun,18,39,200.40,Evening
2023-05-12,Lower Manhattan,May,6,47,200.25,Morning
2023-05-31,Hell's Kitchen,May,8,36,200.20,Morning
2023-05-24,Lower Manhattan,May,7,40,200.15,Morning
2023-03-21,Hell's Kitchen,Mar,9,48,200.00,Morning
2023-06-08,Hell's Kitchen,Jun,11,49,199.85,Morning
2023-06-05,Astoria,Jun,19,43,199.70,Evening
2023-01-08,Lower Manhattan,Jan,8,35,199.65,Morning
2023-03-14,Astoria,Mar,9,43,199.55,Morning
2023-02-20,Lower Manhattan,Feb,7,44,199.50,Morning
2023-05-11,Astoria,May,8,43,199.30,Morning
2023-01-07,Lower Manhattan,Jan,7,34,199.15,Morning
2023-06-26,Astoria,Jun,9,39,198.75,Morning
2023-05-17,Lower Manhattan,May,9,39,198.40,Morning
2023-01-07,Lower Manhattan,Jan,10,41,198.35,Morning
2023-03-14,Astoria,Mar,8,41,198.25,Morning
2023-05-03,Astoria,May,13,43,198.20,Afternoon
2023-06-02,Astoria,Jun,16,44,197.95,Afternoon
2023-04-09,Hell's Kitchen,Apr,10,44,197.80,Morning
2023-03-23,Lower Manhattan,Mar,10,39,197.70,Morning
2023-05-01,Lower Manhattan,May,7,41,197.60,Morning
2023-06-08,Astoria,Jun,8,34,197.50,Morning
2023-04-12,Hell's Kitchen,Apr,9,45,197.45,Morning
2023-06-12,Lower Manhattan,Jun,9,48,197.35,Morning
2023-06-09,Hell's Kitchen,Jun,11,47,197.35,Morning
2023-04-22,Lower Manhattan,Apr,7,35,197.30,Morning
2023-03-11,Hell's Kitchen,Mar,10,40,197.30,Morning
2023-06-01,Lower Manhattan,Jun,9,42,197.20,Morning
2023-05-21,Lower Manhattan,May,10,37,196.80,Morning
2023-06-08,Astoria,Jun,12,34,196.75,Afternoon
2023-05-11,Astoria,May,10,44,196.65,Morning
2023-03-07,Hell's Kitchen,Mar,8,44,196.60,Morning
2023-06-11,Lower Manhattan,Jun,10,46,196.35,Morning
2023-03-10,Hell's Kitchen,Mar,9,44,196.05,Morning
2023-04-10,Hell's Kitchen,Apr,10,41,195.95,Morning
2023-06-11,Astoria,Jun,7,45,195.70,Morning
2023-05-08,Astoria,May,15,40,195.70,Afternoon
2023-05-26,Astoria,May,9,41,195.65,Morning
2023-02-13,Lower Manhattan,Feb,7,40,195.60,Morning
2023-03-27,Lower Manhattan,Mar,9,34,195.55,Morning
2023-06-04,Astoria,Jun,16,44,195.55,Afternoon
2023-03-18,Astoria,Mar,7,41,195.48,Morning
2023-04-08,Astoria,Apr,19,32,195.45,Evening
2023-06-01,Lower Manhattan,Jun,7,40,195.15,Morning
2023-04-19,Hell's Kitchen,Apr,8,42,195.15,Morning
2023-05-12,Astoria,May,10,37,195.10,Morning
2023-05-12,Astoria,May,8,37,194.78,Morning
2023-04-27,Lower Manhattan,Apr,7,42,194.30,Morning
2023-02-19,Astoria,Feb,10,40,194.20,Morning
2023-02-15,Hell's Kitchen,Feb,7,40,194.05,Morning
2023-05-17,Lower Manhattan,May,10,39,194.05,Morning
2023-04-26,Hell's Kitchen,Apr,7,38,193.90,Morning
2023-03-10,Hell's Kitchen,Mar,8,42,193.78,Morning
2023-04-10,Astoria,Apr,8,42,193.45,Morning
2023-01-21,Astoria,Jan,8,37,193.35,Morning
2023-02-15,Astoria,Feb,8,41,193.30,Morning
2023-06-06,Lower Manhattan,Jun,7,43,193.00,Morning
2023-03-10,Hell's Kitchen,Mar,7,38,193.00,Morning
2023-05-20,Astoria,May,10,50,192.80,Morning
2023-04-09,Astoria,Apr,8,46,192.70,Morning
2023-06-17,Lower Manhattan,Jun,8,46,192.65,Morning
2023-04-26,Hell's Kitchen,Apr,10,39,192.60,Morning
2023-06-22,Hell's Kitchen,Jun,9,39,192.45,Morning
2023-04-24,Lower Manhattan,Apr,6,30,192.25,Morning
2023-02-27,Hell's Kitchen,Feb,10,44,192.20,Morning
2023-01-10,Astoria,Jan,8,44,192.15,Morning
2023-04-23,Hell's Kitchen,Apr,11,25,192.10,Morning
2023-06-26,Lower Manhattan,Jun,10,38,191.80,Morning
2023-01-27,Lower Manhattan,Jan,7,31,191.60,Morning
2023-05-25,Astoria,May,13,44,191.40,Afternoon
2023-03-16,Astoria,Mar,7,43,191.35,Morning
2023-06-23,Astoria,Jun,7,38,191.20,Morning
2023-06-22,Astoria,Jun,16,44,191.15,Afternoon
2023-06-25,Lower Manhattan,Jun,16,33,190.95,Afternoon
2023-01-09,Hell's Kitchen,Jan,10,33,190.85,Morning
2023-06-15,Astoria,Jun,18,37,190.85,Evening
2023-03-08,Hell's Kitchen,Mar,9,39,190.80,Morning
2023-06-08,Astoria,Jun,15,40,190.75,Afternoon
2023-06-19,Astoria,Jun,18,32,190.65,Evening
2023-04-24,Lower Manhattan,Apr,7,37,190.65,Morning
2023-04-26,Hell's Kitchen,Apr,8,39,190.60,Morning
2023-05-04,Lower Manhattan,May,14,39,190.50,Afternoon
2023-02-16,Astoria,Feb,7,43,190.30,Morning
2023-04-12,Astoria,Apr,9,41,190.20,Morning
2023-03-04,Astoria,Mar,12,44,190.15,Afternoon
2023-06-03,Hell's Kitchen,Jun,18,43,190.05,Evening
2023-02-08,Lower Manhattan,Feb,10,39,189.85,Morning
2023-02-20,Lower Manhattan,Feb,10,37,189.85,Morning
2023-04-10,Hell's Kitchen,Apr,9,44,189.80,Morning
2023-06-19,Astoria,Jun,19,22,189.80,Evening
2023-06-27,Astoria,Jun,11,44,189.70,Morning
2023-05-26,Hell's Kitchen,May,9,40,189.70,Morning
2023-02-23,Lower Manhattan,Feb,6,32,189.60,Morning
2023-05-19,Lower Manhattan,May,8,47,189.55,Morning
2023-04-13,Astoria,Apr,7,45,189.50,Morning
2023-06-24,Hell's Kitchen,Jun,8,44,189.40,Morning
2023-01-26,Lower Manhattan,Jan,6,27,189.40,Morning
2023-06-22,Astoria,Jun,13,36,189.25,Afternoon
2023-01-25,Lower Manhattan,Jan,9,30,189.25,Morning
2023-06-12,Hell's Kitchen,Jun,8,47,189.05,Morning
2023-03-25,Lower Manhattan,Mar,8,23,189.00,Morning
2023-04-13,Lower Manhattan,Apr,7,39,188.95,Morning
2023-06-03,Lower Manhattan,Jun,12,42,188.90,Afternoon
2023-06-30,Astoria,Jun,9,45,188.80,Morning
2023-06-26,Astoria,Jun,16,40,188.70,Afternoon
2023-05-15,Hell's Kitchen,May,11,35,188.65,Morning
2023-04-08,Hell's Kitchen,Apr,9,34,188.55,Morning
2023-06-05,Astoria,Jun,17,40,188.25,Afternoon
2023-06-06,Astoria,Jun,12,41,188.20,Afternoon
2023-04-24,Lower Manhattan,Apr,9,34,187.85,Morning
2023-06-29,Astoria,Jun,16,43,187.80,Afternoon
2023-05-08,Lower Manhattan,May,7,41,187.70,Morning
2023-03-31,Hell's Kitchen,Mar,10,34,187.65,Morning
2023-02-27,Hell's Kitchen,Feb,9,46,187.65,Morning
2023-05-10,Hell's Kitchen,May,11,35,187.60,Morning
2023-05-15,Lower Manhattan,May,8,47,187.55,Morning
2023-02-18,Hell's Kitchen,Feb,8,35,187.50,Morning
2023-06-22,Hell's Kitchen,Jun,8,45,187.45,Morning
2023-06-01,Astoria,Jun,19,47,187.40,Evening
2023-06-02,Hell's Kitchen,Jun,17,43,187.25,Afternoon
2023-04-16,Hell's Kitchen,Apr,9,45,187.20,Morning
2023-06-08,Astoria,Jun,13,34,186.95,Afternoon
2023-05-26,Hell's Kitchen,May,7,36,186.90,Morning
2023-06-25,Hell's Kitchen,Jun,9,42,186.85,Morning
2023-04-05,Astoria,Apr,12,39,186.70,Afternoon
2023-05-15,Hell's Kitchen,May,10,41,186.65,Morning
2023-06-01,Hell's Kitchen,Jun,13,39,186.60,Afternoon
2023-03-30,Hell's Kitchen,Mar,8,36,186.40,Morning
2023-05-28,Lower Manhattan,May,16,39,186.25,Afternoon
2023-02-12,Lower Manhattan,Feb,10,44,186.00,Morning
2023-03-14,Lower Manhattan,Mar,10,45,185.95,Morning
2023-05-26,Hell's Kitchen,May,10,46,185.75,Morning
2023-04-10,Lower Manhattan,Apr,6,41,185.65,Morning
2023-04-10,Hell's Kitchen,Apr,7,39,185.55,Morning
2023-05-16,Astoria,May,19,30,185.55,Evening
2023-04-18,Astoria,Apr,7,43,185.55,Morning
2023-06-06,Astoria,Jun,17,41,185.40,Afternoon
2023-05-02,Astoria,May,19,42,185.30,Evening
2023-05-16,Hell's Kitchen,May,8,43,185.05,Morning
2023-01-19,Astoria,Jan,10,42,185.05,Morning
2023-01-21,Lower Manhattan,Jan,10,28,184.95,Morning
2023-05-05,Astoria,May,15,40,184.90,Afternoon
2023-06-05,Astoria,Jun,16,40,184.85,Afternoon
2023-05-22,Hell's Kitchen,May,9,35,184.80,Morning
2023-03-27,Hell's Kitchen,Mar,8,45,184.55,Morning
2023-06-10,Hell's Kitchen,Jun,8,43,184.40,Morning
2023-05-30,Astoria,May,9,45,184.40,Morning
2023-05-08,Hell's Kitchen,May,8,42,184.30,Morning
2023-03-20,Lower Manhattan,Mar,8,37,184.25,Morning
2023-04-27,Hell's Kitchen,Apr,8,47,184.00,Morning
2023-03-11,Astoria,Mar,9,36,184.00,Morning
2023-01-27,Lower Manhattan,Jan,10,35,183.95,Morning
2023-02-16,Astoria,Feb,9,36,183.90,Morning
2023-05-08,Astoria,May,8,39,183.80,Morning
2023-05-10,Lower Manhattan,May,9,42,183.70,Morning
2023-06-02,Astoria,Jun,14,39,183.60,Afternoon
2023-02-21,Lower Manhattan,Feb,10,31,183.45,Morning
2023-01-21,Lower Manhattan,Jan,7,37,183.40,Morning
2023-05-30,Astoria,May,7,36,183.20,Morning
2023-04-22,Lower Manhattan,Apr,6,38,183.20,Morning
2023-05-10,Lower Manhattan,May,7,47,182.75,Morning
2023-01-19,Astoria,Jan,8,33,182.73,Morning
2023-04-17,Lower Manhattan,Apr,6,43,182.40,Morning
2023-01-10,Lower Manhattan,Jan,9,31,182.30,Morning
2023-03-25,Lower Manhattan,Mar,7,40,182.30,Morning
2023-04-18,Astoria,Apr,8,39,182.30,Morning
2023-05-03,Hell's Kitchen,May,14,39,182.10,Afternoon
2023-04-13,Astoria,Apr,10,43,182.10,Morning
2023-06-15,Lower Manhattan,Jun,7,39,182.05,Morning
2023-05-02,Astoria,May,14,41,182.05,Afternoon
2023-04-10,Lower Manhattan,Apr,9,42,181.95,Morning
2023-05-06,Astoria,May,12,39,181.90,Afternoon
2023-01-20,Astoria,Jan,8,43,181.90,Morning
2023-04-02,Astoria,Apr,17,38,181.75,Afternoon
2023-05-11,Astoria,May,7,47,181.65,Morning
2023-05-18,Lower Manhattan,May,7,40,181.60,Morning
2023-05-09,Astoria,May,8,47,181.55,Morning
2023-04-23,Lower Manhattan,Apr,10,36,181.43,Morning
2023-05-02,Hell's Kitchen,May,19,38,181.40,Evening
2023-02-10,Astoria,Feb,8,38,181.40,Morning
2023-03-24,Lower Manhattan,Mar,7,34,181.40,Morning
2023-04-01,Astoria,Apr,16,40,181.35,Afternoon
2023-02-12,Hell's Kitchen,Feb,10,34,181.20,Morning
2023-02-10,Astoria,Feb,10,39,181.15,Morning
2023-05-16,Lower Manhattan,May,7,35,181.05,Morning
2023-06-01,Hell's Kitchen,Jun,17,42,180.90,Afternoon
2023-03-10,Lower Manhattan,Mar,10,33,180.85,Morning
2023-06-01,Lower Manhattan,Jun,15,37,180.75,Afternoon
2023-02-09,Lower Manhattan,Feb,9,35,180.65,Morning
2023-03-31,Lower Manhattan,Mar,7,31,180.65,Morning
2023-05-19,Lower Manhattan,May,10,40,180.30,Morning
2023-05-02,Astoria,May,11,38,180.20,Morning
2023-01-13,Lower Manhattan,Jan,7,39,179.95,Morning
2023-04-20,Lower Manhattan,Apr,9,34,179.90,Morning
2023-03-17,Lower Manhattan,Mar,6,34,179.90,Morning
2023-03-19,Hell's Kitchen,Mar,8,39,179.65,Morning
2023-06-26,Astoria,Jun,7,38,179.50,Morning
2023-05-08,Astoria,May,19,30,179.30,Evening
2023-06-24,Astoria,Jun,18,39,179.15,Evening
2023-03-23,Hell's Kitchen,Mar,8,32,179.05,Morning
2023-02-14,Lower Manhattan,Feb,9,38,179.05,Morning
2023-03-18,Astoria,Mar,9,45,179.00,Morning
2023-05-27,Astoria,May,11,41,178.85,Morning
2023-06-22,Astoria,Jun,11,39,178.80,Morning
2023-05-12,Hell's Kitchen,May,7,42,178.75,Morning
2023-05-04,Astoria,May,14,39,178.75,Afternoon
2023-03-26,Lower Manhattan,Mar,6,26,178.70,Morning
2023-05-09,Astoria,May,7,47,178.70,Morning
2023-06-10,Lower Manhattan,Jun,10,41,178.60,Morning
2023-02-09,Lower Manhattan,Feb,10,30,178.47,Morning
2023-05-15,Lower Manhattan,May,9,32,178.45,Morning
2023-06-23,Astoria,Jun,19,41,178.30,Evening
2023-03-19,Hell's Kitchen,Mar,10,35,177.95,Morning
2023-03-09,Hell's Kitchen,Mar,9,41,177.85,Morning
2023-04-09,Hell's Kitchen,Apr,7,44,177.65,Morning
2023-05-24,Hell's Kitchen,May,7,31,177.55,Morning
2023-03-19,Astoria,Mar,7,33,177.55,Morning
2023-06-25,Astoria,Jun,13,41,177.40,Afternoon
2023-03-08,Lower Manhattan,Mar,9,36,177.40,Morning
2023-03-07,Lower Manhattan,Mar,7,32,177.40,Morning
2023-03-21,Lower Manhattan,Mar,9,32,177.35,Morning
2023-06-09,Astoria,Jun,9,45,177.30,Morning
2023-05-03,Lower Manhattan,May,11,41,177.25,Morning
2023-04-09,Astoria,Apr,7,38,177.20,Morning
2023-06-17,Hell's Kitchen,Jun,6,28,177.05,Morning
2023-03-13,Astoria,Mar,10,41,176.95,Morning
2023-02-24,Lower Manhattan,Feb,7,28,176.90,Morning
2023-04-13,Lower Manhattan,Apr,9,38,176.80,Morning
2023-06-22,Hell's Kitchen,Jun,10,37,176.75,Morning
2023-03-13,Lower Manhattan,Mar,8,38,176.45,Morning
2023-04-16,Astoria,Apr,9,46,176.40,Morning
2023-06-23,Astoria,Jun,16,40,176.35,Afternoon
2023-06-06,Hell's Kitchen,Jun,13,39,176.15,Afternoon
2023-06-02,Hell's Kitchen,Jun,14,37,176.05,Afternoon
2023-03-14,Lower Manhattan,Mar,9,41,176.00,Morning
2023-04-11,Lower Manhattan,Apr,8,41,175.90,Morning
2023-04-21,Astoria,Apr,10,35,175.85,Morning
2023-05-11,Lower Manhattan,May,10,41,175.85,Morning
2023-02-14,Astoria,Feb,9,38,175.80,Morning
2023-02-27,Lower Manhattan,Feb,10,35,175.80,Morning
2023-06-16,Hell's Kitchen,Jun,11,37,175.75,Morning
2023-05-04,Astoria,May,15,37,175.75,Afternoon
2023-04-16,Lower Manhattan,Apr,10,34,175.35,Morning
2023-06-04,Lower Manhattan,Jun,17,39,175.25,Afternoon
2023-01-31,Hell's Kitchen,Jan,9,28,175.25,Morning
2023-06-24,Astoria,Jun,10,37,175.20,Morning
2023-06-02,Hell's Kitchen,Jun,13,38,175.10,Afternoon
2023-06-13,Lower Manhattan,Jun,14,23,175.10,Afternoon
2023-05-07,Astoria,May,7,39,174.90,Morning
